Column1;index;video_id;channel_id;published_date;video_title;video_description;likes;views;comment_count;Styles
25;25;WSaLYhq-gD4;UCbqcG1rdt9LMwOJN4PyGTKg;22.11.2011 15:45;Rolling in the Deep (acoustic - live at Largo) - Adele | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/adele/rolling-in-the-deep-acoustic.html

Sing Online: https://www.karafun.com/karaoke/adele/rolling-in-the-deep-acoustic/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Rolling in the Deep (acoustic - live at Largo) as made famous by Adele - This version is not the original version, and is not performed by Adele. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Adele";13335;6149519;373;Pop,Soul
26;26;QZBCabZh3K0;UCbqcG1rdt9LMwOJN4PyGTKg;25.01.2012 14:23;The Power of Love - Céline Dion | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/celine-dion/the-power-of-love.html

Sing Online: https://www.karafun.com/karaoke/celine-dion/the-power-of-love/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of The Power of Love as made famous by Céline Dion - This version is not the original version, and is not performed by Céline Dion. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Céline Dion";18584;8355139;201;Pop,Love
27;27;0ukH4rBQE48;UCbqcG1rdt9LMwOJN4PyGTKg;6.08.2013 13:37;Let Her Go - Passenger | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/passenger/let-her-go.html

Sing Online: https://www.karafun.com/karaoke/passenger/let-her-go/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Let Her Go as made famous by Passenger - This version is not the original version, and is not performed by Passenger. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Passenger";20780;5771976;479;Folk,Pop
28;28;4C7Fmg3_mkw;UCbqcG1rdt9LMwOJN4PyGTKg;25.11.2011 14:20;Every Breath You Take - The Police | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/the-police/every-breath-you-take.html

Sing Online: https://www.karafun.com/karaoke/the-police/every-breath-you-take/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Every Breath You Take as made famous by The Police - This version is not the original version, and is not performed by The Police. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #The Police";10990;6206399;206;Pop,Rock
29;29;NMUFavYTN1o;UCbqcG1rdt9LMwOJN4PyGTKg;11.01.2012 14:56;Lemon Tree - Fool's Garden | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/fool-s-garden/lemon-tree.html

Sing Online: https://www.karafun.com/karaoke/fool-s-garden/lemon-tree/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Lemon Tree as made famous by Fool's Garden - This version is not the original version, and is not performed by Fool's Garden. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Fool's Garden";46013;10892316;901;Pop,Folk
30;30;IF2JAN9sDLg;UCbqcG1rdt9LMwOJN4PyGTKg;28.11.2012 13:28;It Must Have Been Love - Roxette | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/roxette/it-must-have-been-love.html

Sing Online: https://www.karafun.com/karaoke/roxette/it-must-have-been-love/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of It Must Have Been Love as made famous by Roxette - This version is not the original version, and is not performed by Roxette. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Roxette";25048;9682832;219;Love,Pop
31;31;HTXiC8g3F40;UCbqcG1rdt9LMwOJN4PyGTKg;7.11.2011 16:14;Total Eclipse of the Heart - Bonnie Tyler | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/bonnie-tyler/total-eclipse-of-the-heart.html

Sing Online: https://www.karafun.com/karaoke/bonnie-tyler/total-eclipse-of-the-heart/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Total Eclipse of the Heart as made famous by Bonnie Tyler - This version is not the original version, and is not performed by Bonnie Tyler. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Bonnie Tyler";10221;6014148;284;Pop,Soft rock
32;32;3yCecD_23tA;UCbqcG1rdt9LMwOJN4PyGTKg;7.12.2011 15:37;Torn - Natalie Imbruglia | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/natalie-imbruglia/torn.html

Sing Online: https://www.karafun.com/karaoke/natalie-imbruglia/torn/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Torn as made famous by Natalie Imbruglia - This version is not the original version, and is not performed by Natalie Imbruglia. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Natalie Imbruglia";11683;6793501;381;Pop,Rock
33;33;qSBA4kWTPHY;UCbqcG1rdt9LMwOJN4PyGTKg;15.01.2014 12:52;Almost Is Never Enough - Ariana Grande feat. Nathan Sykes | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/ariana-grande/almost-is-never-enough.html

Sing Online: https://www.karafun.com/karaoke/ariana-grande/almost-is-never-enough/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Almost Is Never Enough as made famous by Ariana Grande feat. Nathan Sykes - This version is not the original version, and is not performed by Ariana Grande feat. Nathan Sykes. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Ariana Grande feat. Nathan Sykes";17251;4688951;313;TV & movie soundtrack,Soul,Duet,Pop,R&B
34;34;D_6kIs60_q4;UCbqcG1rdt9LMwOJN4PyGTKg;9.02.2012 14:53;Stuck On You - Lionel Richie | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/lionel-richie/stuck-on-you.html

Sing Online: https://www.karafun.com/karaoke/lionel-richie/stuck-on-you/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Stuck On You as made famous by Lionel Richie - This version is not the original version, and is not performed by Lionel Richie. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Lionel Richie";24324;14169349;182;Soft rock
35;36;wTE9tzKbyoQ;UCbqcG1rdt9LMwOJN4PyGTKg;5.04.2012 13:28;Listen to Your Heart - Roxette | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/roxette/listen-to-your-heart.html

Sing Online: https://www.karafun.com/karaoke/roxette/listen-to-your-heart/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Listen to Your Heart as made famous by Roxette - This version is not the original version, and is not performed by Roxette. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Roxette";16749;5501633;264;Pop,Rock,Love
36;37;uuRnRtfXQDU;UCbqcG1rdt9LMwOJN4PyGTKg;6.10.2016 11:04;Breathless - The Corrs | Karaoke Version | KaraFun;"?? Get our karaoke app ?? https://bit.ly/39gILIs


?? Download MP3 ?? https://www.karaoke-version.com/mp3-backingtrack/the-corrs/breathless.html



?? Don’t forget to subscribe and hit the bell to get our karaoke uploads daily! #subscribe ??https://bit.ly/3MJrnK3



?? This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Breathless as made famous by The Corrs. This version is not the original version, and is not performed by The Corrs. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.



All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).



#karaoke #karafun #The Corrs";26573;12787539;145;Pop,Rock
37;38;B19-jwaWESU;UCbqcG1rdt9LMwOJN4PyGTKg;15.04.2015 11:00;Do You Want to Build a Snowman - Frozen | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/frozen/do-you-want-to-build-a-snowman.html

Sing Online: https://www.karafun.com/karaoke/frozen/do-you-want-to-build-a-snowman/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Do You Want to Build a Snowman as made famous by Frozen - This version is not the original version, and is not performed by Frozen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Frozen";19675;4909982;547;TV & movie soundtrack,Duet
38;39;c8PAcfhRoes;UCbqcG1rdt9LMwOJN4PyGTKg;4.12.2012 11:39;Don't Cry - Guns N' Roses | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/guns-n-roses/don-t-cry.html

Sing Online: https://www.karafun.com/karaoke/guns-n-roses/don-t-cry/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Don't Cry as made famous by Guns N' Roses - This version is not the original version, and is not performed by Guns N' Roses. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Guns N' Roses";15997;5543728;333;Rock
39;40;YJaQxOJvu9g;UCbqcG1rdt9LMwOJN4PyGTKg;19.02.2013 11:06;Girl On Fire (Main Version) - Alicia Keys | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/alicia-keys/girl-on-fire-main-version.html

Sing Online: https://www.karafun.com/karaoke/alicia-keys/girl-on-fire-main-version/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Girl On Fire (Main Version) as made famous by Alicia Keys - This version is not the original version, and is not performed by Alicia Keys. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Alicia Keys";8467;4030583;437;R&B,Soul
40;41;ouRPDe_AS68;UCbqcG1rdt9LMwOJN4PyGTKg;6.09.2012 10:41;Patience - Guns N' Roses | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/guns-n-roses/patience.html

Sing Online: https://www.karafun.com/karaoke/guns-n-roses/patience/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Patience as made famous by Guns N' Roses - This version is not the original version, and is not performed by Guns N' Roses. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Guns N' Roses";16644;5928351;484;Soft rock,Hard/Metal
41;42;PWDhGTMqq-o;UCbqcG1rdt9LMwOJN4PyGTKg;27.04.2012 12:54;The Reason - Hoobastank | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/hoobastank/the-reason.html

Sing Online: https://www.karafun.com/karaoke/hoobastank/the-reason/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of The Reason as made famous by Hoobastank - This version is not the original version, and is not performed by Hoobastank. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Hoobastank";12572;4682896;163;Pop,Soft rock
42;43;xcrWIErP4HI;UCbqcG1rdt9LMwOJN4PyGTKg;7.11.2011 23:17;Feliz Navidad - José Feliciano | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/jose-feliciano/feliz-navidad.html

Sing Online: https://www.karafun.com/karaoke/jose-feliciano/feliz-navidad/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Feliz Navidad as made famous by José Feliciano - This version is not the original version, and is not performed by José Feliciano. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #José Feliciano";11746;4367501;422;Christmas
43;44;AEce22afpbU;UCbqcG1rdt9LMwOJN4PyGTKg;9.02.2012 14:58;Under the Bridge - Red Hot Chili Peppers | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/red-hot-chili-peppers/under-the-bridge.html

Sing Online: https://www.karafun.com/karaoke/red-hot-chili-peppers/under-the-bridge/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Under the Bridge as made famous by Red Hot Chili Peppers - This version is not the original version, and is not performed by Red Hot Chili Peppers. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Red Hot Chili Peppers";7109;4021138;152;Rock,Alternative
44;45;Ns10OyuvCgM;UCbqcG1rdt9LMwOJN4PyGTKg;9.11.2011 17:25;Heal the World - Michael Jackson | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/michael-jackson/heal-the-world.html

Sing Online: https://www.karafun.com/karaoke/michael-jackson/heal-the-world/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Heal the World as made famous by Michael Jackson - This version is not the original version, and is not performed by Michael Jackson. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Michael Jackson";17247;4266951;541;Pop
45;46;blikQus8IQ4;UCbqcG1rdt9LMwOJN4PyGTKg;7.11.2011 16:44;We Will Rock You - Queen | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/queen/we-will-rock-you.html

Sing Online: https://www.karafun.com/karaoke/queen/we-will-rock-you/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of We Will Rock You as made famous by Queen - This version is not the original version, and is not performed by Queen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Queen";14569;3870615;399;Rock
46;47;qLt1vAn8wTM;UCbqcG1rdt9LMwOJN4PyGTKg;3.06.2014 11:09;Jolene - Miley Cyrus | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/miley-cyrus/jolene.html

Sing Online: https://www.karafun.com/karaoke/miley-cyrus/jolene/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Jolene as made famous by Miley Cyrus - This version is not the original version, and is not performed by Miley Cyrus. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Miley Cyrus";16489;4425502;182;Country
47;48;a89xC8OLzJs;UCbqcG1rdt9LMwOJN4PyGTKg;8.11.2012 13:13;Somebody to Love - Queen | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/queen/somebody-to-love.html

Sing Online: https://www.karafun.com/karaoke/queen/somebody-to-love/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Somebody to Love as made famous by Queen - This version is not the original version, and is not performed by Queen. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Queen";9803;3597127;275;Rock
48;49;-YkU-jCeZaE;UCbqcG1rdt9LMwOJN4PyGTKg;22.05.2013 09:02;Karaoke Con Los Años Que Me Quedan - Gloria Estefan *;"Descargar MP3: https://www.version-karaoke.es/playbacks/gloria-estefan/con-los-anos-que-me-quedan.html

Cantar Online: https://www.karafun.es/karaoke/gloria-estefan/con-los-anos-que-me-quedan/


* Esta versión contiene una guía vocal con bajo volumen. La versión con y sin la guía vocal está disponible en www.karafun.es. Esta grabación es una versión de Con Los Años Que Me Quedan hecha famosa por Gloria Estefan - El título propuesto es una pista de fondo, no es la música original, no es cantada por Gloria Estefan. Esta versión instrumental/reproducción contiene una guía vocal, las letras y las voces.


Todos los activos de los canales de KaraFun se utilizan con permiso mediante un acuerdo de licencia con los titulares de los derechos (composición musical, regrabado de sonido).

#karafun #karaoke #Gloria Estefan";8383;4352378;91;Latin Music
49;72;j68T3BJkpv4;UCbqcG1rdt9LMwOJN4PyGTKg;24.06.2014 13:22;Shalala Lala - Vengaboys | Karaoke Version | KaraFun;"Download MP3: https://www.karaoke-version.com/mp3-backingtrack/vengaboys/shalala-lala.html

Sing Online: https://www.karafun.com/karaoke/vengaboys/shalala-lala/


* This version contains a low volume vocal guide to help you learn the song. The karaoke version without the vocal guide is available on www.karafun.com. This recording is a cover of Shalala Lala as made famous by Vengaboys - This version is not the original version, and is not performed by Vengaboys. This instrumental/playback version contains a vocal guide, the lyrics and backing vocals.


All the assets on KaraFun channels are used by permission under licensing agreement with rights holders (music composition, sound re-recording).

#karafun #karaoke #Vengaboys";36660;9952770;463;Dance,Pop
50;77;bbhoHUeg2xo;UCbqcG1rdt9LMwOJN4PyGTKg;7.04.2017 10:52;;;;;;
51;78;3jL3T4i49rY;UCbqcG1rdt9LMwOJN4PyGTKg;5.07.2017 10:55;;;;;;
52;80;jpvIf4QO_qU;UCbqcG1rdt9LMwOJN4PyGTKg;15.10.2015 10:53;;;;;;
53;82;C2vS69drN_A;UCbqcG1rdt9LMwOJN4PyGTKg;11.01.2012 14:25;;;;;;
54;83;maoEt3c8DrA;UCbqcG1rdt9LMwOJN4PyGTKg;27.08.2014 11:02;;;;;;
55;85;HfEKljjiPUg;UCbqcG1rdt9LMwOJN4PyGTKg;4.04.2012 09:06;;;;;;
56;87;TqLjAeEnrUE;UCbqcG1rdt9LMwOJN4PyGTKg;30.12.2014 09:55;;;;;;
57;88;sZk7e2yETCQ;UCbqcG1rdt9LMwOJN4PyGTKg;28.10.2014 10:58;;;;;;
58;89;3yCecD_23tA;UCbqcG1rdt9LMwOJN4PyGTKg;7.12.2011 15:37;;;;;;
59;90;_YJ_SHDienw;UCbqcG1rdt9LMwOJN4PyGTKg;21.11.2014 11:04;;;;;;
60;93;vnsZ6VrprHw;UCbqcG1rdt9LMwOJN4PyGTKg;16.06.2016 10:50;;;;;;
61;99;7ZzTVNHmtIk;UCbqcG1rdt9LMwOJN4PyGTKg;22.03.2016 10:55;;;;;;
